 Topic_id  Q0  docno              rank  score       tag   
 1         Q0  29978962599870465  1     0.9163192   myRun 
 1         Q0  34952194402811904  2     0.90932935  myRun 
 1         Q0  32504175552102401  3     0.90932935  myRun 
 1         Q0  32158658863304705  4     0.90932935  myRun 
 1         Q0  30260724248870912  5     0.8908803   myRun 
 1         Q0  30162553262841857  6     0.8816945   myRun 
 1         Q0  29990282447552512  7     0.8816945   myRun 
 1         Q0  30198105513140224  8     0.8534407   myRun 
 1         Q0  30236884051435520  9     0.8519443   myRun 
 1         Q0  33823403328671744  10    0.8486177   myRun 
 1         Q0  32096654177861634  11    0.8211063   myRun 
 1         Q0  29993695927336960  12    0.815215    myRun 
 1         Q0  30496268895657984  13    0.81041443  myRun 
 1         Q0  30226418377957376  14    0.80867237  myRun 
 1         Q0  29983478363717633  15    0.80405265  myRun 
 1         Q0  30157835434201089  16    0.8024377   myRun 
 1         Q0  30022487840391168  17    0.8022717   myRun 
 1         Q0  30025535761420289  18    0.7998107   myRun 
 1         Q0  30236041789050880  19    0.7993171   myRun 
 1         Q0  30217175910318080  20    0.7972511   myRun 
 1         Q0  33212352774017025  21    0.7949658   myRun 
 1         Q0  30587022246678528  22    0.7944109   myRun 
 1         Q0  30505596528623616  23    0.79421353  myRun 
 1         Q0  30581416408391680  24    0.7928974   myRun 
 1         Q0  30197610459435008  25    0.7926318   myRun 
 1         Q0  30219793458008064  26    0.79205656  myRun 
 1         Q0  30244402504929280  27    0.79065114  myRun 
 1         Q0  30303184207478784  28    0.79028577  myRun 
 1         Q0  32494503902314496  29    0.7853294   myRun 
 1         Q0  30316304493707264  30    0.78245074  myRun 
 1         Q0  30407444110778369  31    0.7810839   myRun 
 1         Q0  30319208176820224  32    0.7807051   myRun 
 1         Q0  30003337843707905  33    0.7804187   myRun 
 1         Q0  29967932868009984  34    0.78037965  myRun 
 1         Q0  32415024995631105  35    0.7773305   myRun 
 1         Q0  30016851715031040  36    0.77729523  myRun 
 1         Q0  30500781002063872  37    0.7770843   myRun 
 1         Q0  30167063326629888  38    0.7768157   myRun 
 1         Q0  29138884684161025  39    0.77172107  myRun 
 1         Q0  30371820393734144  40    0.7667794   myRun 
 1         Q0  30554037510213632  41    0.7604166   myRun 
 1         Q0  29990983902961664  42    0.7566826   myRun 
 1         Q0  29516615708049408  43    0.7557759   myRun 
 1         Q0  30317913206431744  44    0.755191    myRun 
 1         Q0  30215123658350592  45    0.7548339   myRun 
 1         Q0  30451817603141633  46    0.752197    myRun 
 1         Q0  29486393336008704  47    0.750484    myRun 
 1         Q0  30031146670628864  48    0.7503431   myRun 
 1         Q0  30051954050727936  49    0.74640256  myRun 
 1         Q0  30254811135873024  50    0.74569637  myRun 
 1         Q0  29997693933719553  51    0.74293625  myRun 
 1         Q0  30216589932503040  52    0.74070656  myRun 
 1         Q0  30149086560657409  53    0.7402471   myRun 
 1         Q0  31510426927763456  54    0.7387566   myRun 
 1         Q0  30275282464153600  55    0.7385646   myRun 
 1         Q0  33044519750475776  56    0.73737985  myRun 
 1         Q0  30325151543332864  57    0.73605245  myRun 
 1         Q0  31361923412922368  58    0.7327629   myRun 
 1         Q0  32099397357543424  59    0.7327629   myRun 
 1         Q0  29552940691759104  60    0.7306806   myRun 
 1         Q0  30360018473713664  61    0.72755754  myRun 
 1         Q0  29564786882646016  62    0.7265271   myRun 
 1         Q0  30223544906424320  63    0.72096825  myRun 
 1         Q0  30251634873335810  64    0.7201538   myRun 
 1         Q0  30300770037399552  65    0.71870726  myRun 
 1         Q0  29621742011944960  66    0.71734005  myRun 
 1         Q0  32062450161426432  67    0.7164127   myRun 
 1         Q0  31793298611904512  68    0.71238863  myRun 
 1         Q0  29514474415198208  69    0.7122155   myRun 
 1         Q0  31051995217395713  70    0.70980024  myRun 
 1         Q0  31653291230232576  71    0.70897776  myRun 
 1         Q0  30016488928706560  72    0.70628583  myRun 
 1         Q0  33193324135317504  73    0.704693    myRun 
 1         Q0  31698534671581184  74    0.70432305  myRun 
 1         Q0  29509222337085440  75    0.70327324  myRun 
 1         Q0  30997129900072961  76    0.70254177  myRun 
 1         Q0  31653409140514816  77    0.69947284  myRun 
 1         Q0  32080604065431552  78    0.6985012   myRun 
 1         Q0  29991643910242304  79    0.69843453  myRun 
 1         Q0  30190612238041088  80    0.6955815   myRun 
 1         Q0  30137431932010498  81    0.69541025  myRun 
 1         Q0  33536977986912256  82    0.6953845   myRun 
 1         Q0  33287402286088192  83    0.6953845   myRun 
 1         Q0  32985385306955776  84    0.6953845   myRun 
 1         Q0  31649109051965440  85    0.6953845   myRun 
 1         Q0  29263407261683712  86    0.6953845   myRun 
 1         Q0  29533394589188096  87    0.69491655  myRun 
 1         Q0  29496755024306176  88    0.69491655  myRun 
 1         Q0  30555641466593280  89    0.6922313   myRun 
 1         Q0  30419535756533762  90    0.6887143   myRun 
 1         Q0  34526590725521408  91    0.6882263   myRun 
 1         Q0  29556093059334145  92    0.6871042   myRun 
 1         Q0  32413541927489536  93    0.68632036  myRun 
 1         Q0  34665469260599296  94    0.68539774  myRun 
 1         Q0  32229379287289857  95    0.6845922   myRun 
 1         Q0  30633744511533057  96    0.68455833  myRun 
 1         Q0  33107967448457216  97    0.68425596  myRun 
 1         Q0  34553453812387840  98    0.6842108   myRun 
 1         Q0  29545247558082560  99    0.6835796   myRun 
 1         Q0  33140845918027776  100   0.6817655   myRun 
 1         Q0  34005858346209280  101   0.67968714  myRun 
 1         Q0  31102251548278784  102   0.6774478   myRun 
 1         Q0  31051749766725633  103   0.6774478   myRun 
 1         Q0  33631760113733632  104   0.6772513   myRun 
 1         Q0  30009797621321728  105   0.67645556  myRun 
 1         Q0  30419324359417857  106   0.67599255  myRun 
 1         Q0  32405240200306688  107   0.6750405   myRun 
 1         Q0  34674358152593408  108   0.6741735   myRun 
 1         Q0  32824548663492608  109   0.67324686  myRun 
 1         Q0  31850686425600000  110   0.6728237   myRun 
 1         Q0  34345021821952000  111   0.6719638   myRun 
 1         Q0  33172089494044672  112   0.6715268   myRun 
 1         Q0  35035445469388800  113   0.6706951   myRun 
 1         Q0  34764051917713408  114   0.6704048   myRun 
 1         Q0  29629635817906176  115   0.66973805  myRun 
 1         Q0  32850626794758144  116   0.66824627  myRun 
 1         Q0  29510100452380672  117   0.6680319   myRun 
 1         Q0  30204561658482688  118   0.6677772   myRun 
 1         Q0  32836484335673345  119   0.6676826   myRun 
 1         Q0  33700830561435648  120   0.6673113   myRun 
 1         Q0  34524023287193601  121   0.66686004  myRun 
 1         Q0  34642565915484160  122   0.66683674  myRun 
 1         Q0  30225867514847232  123   0.666392    myRun 
 1         Q0  29527121936261121  124   0.66635925  myRun 
 1         Q0  34947156368424960  125   0.6657471   myRun 
 1         Q0  32158297289138176  126   0.6655594   myRun 
 1         Q0  30769665240203264  127   0.665232    myRun 
 1         Q0  30299217419304960  128   0.6642088   myRun 
 1         Q0  34448730182651904  129   0.66322434  myRun 
 1         Q0  30986508492087297  130   0.6631531   myRun 
 1         Q0  30315979753922560  131   0.66220057  myRun 
 1         Q0  34695954263318528  132   0.6621462   myRun 
 1         Q0  35001000498561024  133   0.6617763   myRun 
 1         Q0  29013703143723008  134   0.66159326  myRun 
 1         Q0  32947243380113409  135   0.66149086  myRun 
 1         Q0  34389878783348736  136   0.66130316  myRun 
 1         Q0  34932093502885888  137   0.66070765  myRun 
 1         Q0  29939220936134656  138   0.6606466   myRun 
 1         Q0  30621165881917440  139   0.6602923   myRun 
 1         Q0  33878396152840192  140   0.66007084  myRun 
 1         Q0  32233390652530688  141   0.65989566  myRun 
 1         Q0  29996023250157568  142   0.6596244   myRun 
 1         Q0  30463304543506433  143   0.6595163   myRun 
 1         Q0  32538388145901568  144   0.65939707  myRun 
 1         Q0  33502424622702592  145   0.6593611   myRun 
 1         Q0  33634329997348864  146   0.6585974   myRun 
 1         Q0  32221194124005376  147   0.65794843  myRun 
 1         Q0  31684699889868801  148   0.6577266   myRun 
 1         Q0  31490509839007744  149   0.6574625   myRun 
 1         Q0  32046198844030976  150   0.65731364  myRun 
 1         Q0  30137082177388544  151   0.6561497   myRun 
 1         Q0  31663374244773888  152   0.65492004  myRun 
 1         Q0  34141526510534656  153   0.65331805  myRun 
 1         Q0  32199847599669249  154   0.6530445   myRun 
 1         Q0  34659485100277760  155   0.65209264  myRun 
 1         Q0  30248740119908353  156   0.65154934  myRun 
 1         Q0  34778255236005888  157   0.65139794  myRun 
 1         Q0  29522281868828672  158   0.6509963   myRun 
 1         Q0  34851292044066816  159   0.6504722   myRun 
 1         Q0  33249624546480128  160   0.65037894  myRun 
 1         Q0  29837263353417728  161   0.65033     myRun 
 1         Q0  34889179104149504  162   0.6498669   myRun 
 1         Q0  29919808589926400  163   0.64978707  myRun 
 1         Q0  34650058204905472  164   0.6497782   myRun 
 1         Q0  30272368861511680  165   0.6497756   myRun 
 1         Q0  33777622789914624  166   0.649764    myRun 
 1         Q0  30569424717086720  167   0.64965343  myRun 
 1         Q0  30695982836482048  168   0.64958906  myRun 
 1         Q0  30567567068233728  169   0.6489137   myRun 
 1         Q0  34630106152570880  170   0.648895    myRun 
 1         Q0  32491621132009473  171   0.6487963   myRun 
 1         Q0  34881869497503744  172   0.64809984  myRun 
 1         Q0  32458010513113088  173   0.64809984  myRun 
 1         Q0  30140150197518336  174   0.6477011   myRun 
 1         Q0  29400990247559168  175   0.64752454  myRun 
 1         Q0  35042867617468416  176   0.64722216  myRun 
 1         Q0  34946671993430016  177   0.64722013  myRun 
 1         Q0  33304669618962432  178   0.6472013   myRun 
 1         Q0  29565469983768576  179   0.647163    myRun 
 1         Q0  34577306567581697  180   0.64700246  myRun 
 1         Q0  33128702862696448  181   0.646727    myRun 
 1         Q0  30267076497121280  182   0.64670575  myRun 
 1         Q0  34951846736953344  183   0.64657116  myRun 
 1         Q0  34020986487578625  184   0.646414    myRun 
 1         Q0  31598524646821888  185   0.64513683  myRun 
 1         Q0  31724574559182848  186   0.6451285   myRun 
 1         Q0  30139228566331392  187   0.64493454  myRun 
 1         Q0  33305353890299904  188   0.64490074  myRun 
 1         Q0  34745271392931840  189   0.64489454  myRun 
 1         Q0  34692588061593600  190   0.64487505  myRun 
 1         Q0  34514609985556480  191   0.64487505  myRun 
 1         Q0  34518693245353984  192   0.64487505  myRun 
 1         Q0  34530359324450816  193   0.64481425  myRun 
 1         Q0  33103643406241792  194   0.64478856  myRun 
 1         Q0  33925179675516928  195   0.6444669   myRun 
 1         Q0  29587267269951488  196   0.6443857   myRun 
 1         Q0  34834260657446912  197   0.64399654  myRun 
 1         Q0  30008352465489920  198   0.6439125   myRun 
 1         Q0  30423507347181568  199   0.6437833   myRun 
 1         Q0  29584587608821760  200   0.6435448   myRun 
 1         Q0  34995232026132480  201   0.6433218   myRun 
 1         Q0  31664618355040256  202   0.64314246  myRun 
 1         Q0  32204468980293632  203   0.6431072   myRun 
 1         Q0  34926638042980352  204   0.64302754  myRun 
 1         Q0  34939869763477504  205   0.6430085   myRun 
 1         Q0  35101151917649920  206   0.64286566  myRun 
 1         Q0  34755352532623360  207   0.64279616  myRun 
 1         Q0  33602042350010368  208   0.6426549   myRun 
 1         Q0  33537918312120320  209   0.64256406  myRun 
 1         Q0  34882307697414144  210   0.6425376   myRun 
 1         Q0  31037834869604352  211   0.6424717   myRun 
 1         Q0  32835196143276032  212   0.64245313  myRun 
 1         Q0  32834698367475712  213   0.64245313  myRun 
 1         Q0  35028457607929856  214   0.6421536   myRun 
 1         Q0  31910115791605760  215   0.6420758   myRun 
 1         Q0  29264804417904641  216   0.6420695   myRun 
 1         Q0  35003484894011392  217   0.6420614   myRun 
 1         Q0  30251603453812736  218   0.6419844   myRun 
 1         Q0  30177468736348160  219   0.64192796  myRun 
 1         Q0  30174837108379648  220   0.64192796  myRun 
 1         Q0  33559365692686336  221   0.64186543  myRun 
 1         Q0  31763182657740801  222   0.64148045  myRun 
 1         Q0  31759478898561025  223   0.64148045  myRun 
 1         Q0  34920407576346624  224   0.64142877  myRun 
 1         Q0  32876128335040512  225   0.64123684  myRun 
 1         Q0  29331554597601282  226   0.6409128   myRun 
 1         Q0  30576446317531136  227   0.6408653   myRun 
 1         Q0  30563854643625984  228   0.6408653   myRun 
 1         Q0  32773769734922241  229   0.6407788   myRun 
 1         Q0  32695960840708096  230   0.64073193  myRun 
 1         Q0  34679055689195520  231   0.6407074   myRun 
 1         Q0  35004762738921472  232   0.6405161   myRun 
 1         Q0  33324493715808256  233   0.6404145   myRun 
 1         Q0  30163245604016128  234   0.6403214   myRun 
 1         Q0  33566386861117440  235   0.64031667  myRun 
 1         Q0  30555240277213184  236   0.6402131   myRun 
 1         Q0  33651740842659841  237   0.64012736  myRun 
 1         Q0  34476966123937793  238   0.6401006   myRun 
 1         Q0  31158737041367040  239   0.6397187   myRun 
 1         Q0  32359655078371328  240   0.6396307   myRun 
 1         Q0  34863742973911040  241   0.63948643  myRun 
 1         Q0  34696531139371008  242   0.63948494  myRun 
 1         Q0  30231086277591041  243   0.63947403  myRun 
 1         Q0  33148017498394624  244   0.63942564  myRun 
 1         Q0  29953461948784641  245   0.6391555   myRun 
 1         Q0  31562402864570368  246   0.63912797  myRun 
 1         Q0  34410291773050881  247   0.6390962   myRun 
 1         Q0  32345080723406848  248   0.639038    myRun 
 1         Q0  29506585789206528  249   0.639002    myRun 
 1         Q0  35007713494695937  250   0.6390018   myRun 
 1         Q0  35088930290274305  251   0.63877696  myRun 
 1         Q0  31821748101976066  252   0.63864374  myRun 
 1         Q0  34456614933106689  253   0.6385207   myRun 
 1         Q0  32448529607696384  254   0.63852006  myRun 
 1         Q0  35012329716318208  255   0.63850623  myRun 
 1         Q0  33230810693763072  256   0.63823164  myRun 
 1         Q0  34623024279982080  257   0.638106    myRun 
 1         Q0  34525681698209793  258   0.638106    myRun 
 1         Q0  33862478886604800  259   0.6376823   myRun 
 1         Q0  31039295556943872  260   0.6376225   myRun 
 1         Q0  32189223071125505  261   0.6375735   myRun 
 1         Q0  30525797332688896  262   0.637562    myRun 
 1         Q0  32723611248758785  263   0.63753086  myRun 
 1         Q0  34111290242768896  264   0.6374309   myRun 
 1         Q0  32812128800870400  265   0.6373952   myRun 
 1         Q0  31773698776109056  266   0.63725924  myRun 
 1         Q0  34641513770131456  267   0.636903    myRun 
 1         Q0  34890434388049920  268   0.63665074  myRun 
 1         Q0  33457614280982528  269   0.6364478   myRun 
 1         Q0  29708998961799169  270   0.6364229   myRun 
 1         Q0  35046659914207232  271   0.63640535  myRun 
 1         Q0  34458688341151744  272   0.636368    myRun 
 1         Q0  33332326909874178  273   0.63635665  myRun 
 1         Q0  34946292765425664  274   0.6361071   myRun 
 1         Q0  34764342079524864  275   0.63575685  myRun 
 1         Q0  31201653633851393  276   0.6354668   myRun 
 1         Q0  34748889932234752  277   0.63538736  myRun 
 1         Q0  34042104418144257  278   0.6353659   myRun 
 1         Q0  30070454475558912  279   0.6353327   myRun 
 1         Q0  32839394880651264  280   0.63532573  myRun 
 1         Q0  34697496848646144  281   0.6352251   myRun 
 1         Q0  31021336423829504  282   0.6352251   myRun 
 1         Q0  34868499570495488  283   0.63519675  myRun 
 1         Q0  34579913528840196  284   0.63497823  myRun 
 1         Q0  29329417738133504  285   0.6349145   myRun 
 1         Q0  34293504406454272  286   0.6347529   myRun 
 1         Q0  33455610993311744  287   0.63474804  myRun 
 1         Q0  30019432113766400  288   0.63449746  myRun 
 1         Q0  31473669091893248  289   0.63442206  myRun 
 1         Q0  34949097265827840  290   0.63435715  myRun 
 1         Q0  34605229383221248  291   0.634353    myRun 
 1         Q0  34964212266573824  292   0.63414586  myRun 
 1         Q0  29756063234392064  293   0.634001    myRun 
 1         Q0  31159466858643456  294   0.6339877   myRun 
 1         Q0  34761270200631299  295   0.6338912   myRun 
 1         Q0  33556285114810368  296   0.6337225   myRun 
 1         Q0  34094451236282369  297   0.6336216   myRun 
 1         Q0  30571136995557376  298   0.63354534  myRun 
 1         Q0  31723409993895936  299   0.63342094  myRun 
 1         Q0  29498704369033216  300   0.6333721   myRun 
 1         Q0  29553000246677504  301   0.6333027   myRun 
 1         Q0  34598980834824192  302   0.63326204  myRun 
 1         Q0  31865128668368896  303   0.63301533  myRun 
 1         Q0  32061324829659136  304   0.6329593   myRun 
 1         Q0  30268814184677376  305   0.6328226   myRun 
 1         Q0  33578836427931648  306   0.6328056   myRun 
 1         Q0  34603959033270272  307   0.6326407   myRun 
 1         Q0  32111361064566784  308   0.63258576  myRun 
 1         Q0  29962351142772736  309   0.6325018   myRun 
 1         Q0  30727025903800320  310   0.6320734   myRun 
 1         Q0  34999755813822464  311   0.6318115   myRun 
 1         Q0  31797729319460864  312   0.63155997  myRun 
 1         Q0  34548402616274944  313   0.63152444  myRun 
 1         Q0  31487401964601344  314   0.63142115  myRun 
 1         Q0  31486126086688768  315   0.63142115  myRun 
 1         Q0  31486109447888896  316   0.63142115  myRun 
 1         Q0  31486087889162241  317   0.63142115  myRun 
 1         Q0  33525582021009408  318   0.6314041   myRun 
 1         Q0  34562289055047681  319   0.6313635   myRun 
 1         Q0  31476880397836288  320   0.6313389   myRun 
 1         Q0  34762462297329664  321   0.6313141   myRun 
 1         Q0  32196794796478464  322   0.6306899   myRun 
 1         Q0  34947606744539136  323   0.63058925  myRun 
 1         Q0  34851134111748096  324   0.630572    myRun 
 1         Q0  29049516673998848  325   0.6304558   myRun 
 1         Q0  32610941329735680  326   0.6303157   myRun 
 1         Q0  35013608484110336  327   0.6301772   myRun 
 1         Q0  30374269892431872  328   0.62997544  myRun 
 1         Q0  32840965274214402  329   0.62992394  myRun 
 1         Q0  32871708100665344  330   0.62992394  myRun 
 1         Q0  31683960006250496  331   0.6298731   myRun 
 1         Q0  33509236184973313  332   0.62975866  myRun 
 1         Q0  34921636532723712  333   0.6297059   myRun 
 1         Q0  34858157725458432  334   0.6295073   myRun 
 1         Q0  31275813789769729  335   0.6294729   myRun 
 1         Q0  31005948512309249  336   0.6294594   myRun 
 1         Q0  33300845160304640  337   0.6294584   myRun 
 1         Q0  33721639627657216  338   0.62933797  myRun 
 1         Q0  29412785569927168  339   0.6292343   myRun 
 1         Q0  33426214551027712  340   0.62912077  myRun 
 1         Q0  29212370857365506  341   0.6290179   myRun 
 1         Q0  29873184475971584  342   0.6288654   myRun 
